date,country,event_name,user_id,event_id,platform,new_vs_returning
2023-01-01,Australia,project downloaded,xFtdUxSB7hSFzW0IM2iNh5tK,lqJA0hifa4DRGCOl5dmY72gaJ59rzdRjsdo,mob,returning
2023-01-01,UK,editor touched,rki02ewNwli0y2yFX8Mee3BR,aNzfGaLKD8TzZdGNlFaWk1kTIJWy4Wa6dSS,web,returning
2023-01-01,UK,project created,0CEtFuKjYbaujbbuNHepKY6T,YNS8foGanEAYrwvG2UnCiZv6xWiIMslH7wu,mob,returning
2023-01-01,France,editor touched,PEODEXaM7CkGT87AuFMNvkkD,v1sjld4acywfIVZ7mWvLQJFlM3zt2A6ONDR,web,returning
2023-01-01,France,project created,nfKdAAFlnPdLNtI1lwQSXNxh,ODh98pKmpw6h8z2Nj8vyiv03uFpxPtyvLFt,web,returning
2023-01-01,Australia,editor touched,F8qJ3jHxAqyJJTR93YeTQGcs,LFwB8MqF37RusoxV6dmzxLQYyUnmxf3bIi6,mob,returning
2023-01-01,Canada,project downloaded,PDgOURkuIfLqb7X4Ap1XcGEL,3NvXxR3Q7EQDboeppqKGL5XjdPwpeqpBdqY,web,returning
2023-01-01,Canada,project exported,PDgOURkuIfLqb7X4Ap1XcGEL,7Y8pOVKCvMgeJBoV4lWd7fspgj3JoYH6kOX,mob,returning
2023-01-01,Japan,editor touched,eEFm897kSmz2RxtzyJatUqDR,mtJBtblo2wVSI5GeqeN8W5LDcP2QB22sXcd,mob,returning
2023-01-01,Australia,project downloaded,eEFm897kSmz2RxtzyJatUqDR,cZc0RNNY4CKM1NWSw7eYThv1mOKDBXTjTFJ,mob,returning
2023-01-01,France,project exported,v2h3a4hzOiRsMLJxXI3TusO8,zouWatUxKJE0B6x5ntxsyISyc13psSwtUwn,mob,returning
2023-01-01,USA,project created,wjX5WYFytx25HCD0Zs50nYD4,AE0GD4owBlKlhG2XxefaFugGxZBKgCiCGEl,mob,returning
2023-01-01,Australia,editor touched,4QZRXV2j70zH49OU9eFF6RIa,tJtUgCxn66jgGWfMDn8UluIZWy1xgMLjF13,web,returning
2023-01-01,USA,editor touched,I4pRSkSkSkmuKVlxibJQndDX,ZDMXAJnlT2lvchXuFji4r41365MrioTRdg3,web,returning
2023-01-01,Japan,editor touched,TzN2qDTxjn1D8sSFWexq5svn,bYCv7WcBVf2ugCutY41Ng9i2z2Tz45Ychez,web,returning
2023-01-01,Canada,project exported,PEODEXaM7CkGT87AuFMNvkkD,pFMkHVMkvCpD8ybClNm4bh0ziJqeyNdruvt,web,returning
2023-01-01,Canada,project created,iEtyCx4w0pcoWwnV9dEUDaJS,rFEJKVB1Jn0sOhQyCUcwOS2W8LHy9aN2pkc,mob,returning
2023-01-01,Germany,editor touched,PEODEXaM7CkGT87AuFMNvkkD,3VCAgB97PK775S2I7jslIi1cMgEleYuTYgi,web,returning
2023-01-01,Germany,project created,hOzh4Hb4fUHt9Q0jYRjd0q2j,D7Ogp2U4NJuaTaJQ7KkfXTVgmP9LQt2uYu9,web,returning
2023-01-01,Canada,project downloaded,LhTbetgAkZZdhXv7g6IiKu70,3NvXxR3Q7EQDboeppqKGL5XjdPwpeqpBdqY,web,returning
2023-01-01,Germany,project downloaded,QRZjHJyLZjCtVWK1IlmWXvHG,OkWFR4E8uM4ZP7b5xmcEJzhK1kb6YCVcFxU,mob,returning
2023-01-01,USA,project exported,l1J8PVdtmZRJsB0zi36tNpbW,ll0dPfgetVNPEfWAXTDcr8RuQXGPDVXd8k9,web,returning
2023-01-01,Japan,project downloaded,3ZCEzezyXQCWmVX8X856SqIh,tJtUgCxn66jgGWfMDn8UluIZWy1xgMLjF13,web,returning
2023-01-01,UK,project downloaded,qEgZcAbh2i05ZRy4G7aoP4QY,PmoRlntvhOxH4DyMOjpgtfZn1Lf7SKJF9F2,mob,returning
2023-01-01,Canada,editor touched,v2h3a4hzOiRsMLJxXI3TusO8,0fw6aI1z2Yc9X17zNsUSTs2aeXbnxPwuHg6,mob,returning
2023-01-01,UK,project exported,s51jWuy38yMsh0vuaZqAiMts,LFwB8MqF37RusoxV6dmzxLQYyUnmxf3bIi6,web,returning
2023-01-01,Australia,project exported,hOzh4Hb4fUHt9Q0jYRjd0q2j,RME9Ik3sxr06YpEQMDeg2OFolgedlf5nSHs,mob,returning
2023-01-01,France,editor touched,TzN2qDTxjn1D8sSFWexq5svn,LFwB8MqF37RusoxV6dmzxLQYyUnmxf3bIi6,mob,returning
2023-01-01,Australia,editor touched,9A75sX8lLzvXoCiYTYKemh3j,dDyzSPMPOueV5vN5h5vrGEFSEscu0ynUNIa,web,returning
2023-01-01,UK,editor touched,npxic1uCK5eY2yVSG8Rwex94,zy1tgGZqxpXMPFdzxAwtqfS56QM8x9n9PsU,mob,returning
2023-01-01,Australia,project exported,QdxUMZ8UV0FNMYak4bHlp4fP,9uDwhZ2bbUCqYV7unGP0NmJkY60MX3usj1B,web,returning
2023-01-01,Australia,editor touched,4udDMOzIOiaxxpRw8b7vwO0q,bYCv7WcBVf2ugCutY41Ng9i2z2Tz45Ychez,mob,returning
2023-01-01,USA,project downloaded,THYp3MZ9SEOFlpJMCPXsJFEM,EeLjlR0YoW2BsHDhvw3STdjH8Kh7VNQddre,mob,returning
2023-01-01,UK,project created,iEtyCx4w0pcoWwnV9dEUDaJS,cZc0RNNY4CKM1NWSw7eYThv1mOKDBXTjTFJ,web,returning
2023-01-01,Australia,editor touched,xFtdUxSB7hSFzW0IM2iNh5tK,A8yzW8wAnxPJRLSz9xcN0dkRPRLVLuMq6Ff,web,returning
2023-01-01,Germany,project exported,QdxUMZ8UV0FNMYak4bHlp4fP,v1sjld4acywfIVZ7mWvLQJFlM3zt2A6ONDR,mob,returning
2023-01-01,USA,project exported,9A75sX8lLzvXoCiYTYKemh3j,0fw6aI1z2Yc9X17zNsUSTs2aeXbnxPwuHg6,mob,returning
2023-01-01,USA,project created,nfKdAAFlnPdLNtI1lwQSXNxh,zxN2C1jGKLrbpJy4RBVxwVRxjjt9l7xG1cV,mob,returning
2023-01-01,UK,editor touched,rki02ewNwli0y2yFX8Mee3BR,ODh98pKmpw6h8z2Nj8vyiv03uFpxPtyvLFt,mob,returning
2023-01-01,France,project downloaded,3kMatg2ePK2wJxvvGujvEBE9,A8yzW8wAnxPJRLSz9xcN0dkRPRLVLuMq6Ff,web,returning
2023-01-01,Germany,project exported,2T3rq8t0FlQDn9FJbFnNXYTh,7Y8pOVKCvMgeJBoV4lWd7fspgj3JoYH6kOX,mob,returning
2023-01-01,USA,project exported,2BSv6YSraDkaSw4PnE2yJdrQ,QVz0sQArVWkroYcv4p2U4sdQZMX2EQEYuMk,mob,returning
2023-01-01,USA,editor touched,wJoY8CrPnPvdnh5l15ltvKWz,QVz0sQArVWkroYcv4p2U4sdQZMX2EQEYuMk,web,returning
2023-01-01,USA,project exported,JwvS1Jbj7jWd8EuHUr6UddR4,ll0dPfgetVNPEfWAXTDcr8RuQXGPDVXd8k9,web,returning
2023-01-01,Japan,editor touched,wOVRYt1zfQor5TLxmV8LnZpW,995JemReioJgQPZDsmq241Cs7woEGIiyaVl,web,returning
2023-01-01,Germany,editor touched,1uNCcUGK87WDmmQquwHgpjEf,FZm7APNetg6As6ugV8T4MuAggMGPqq43CjZ,mob,returning
2023-01-01,Japan,project created,BwfLFndVep2GytHBLfbELgRw,9uDwhZ2bbUCqYV7unGP0NmJkY60MX3usj1B,mob,returning
2023-01-01,Japan,project created,1uNCcUGK87WDmmQquwHgpjEf,lvUWq287iaPzLiXwRgoiCcKt2PXGlj2TWBD,web,returning
2023-01-01,Japan,editor touched,l1J8PVdtmZRJsB0zi36tNpbW,pFMkHVMkvCpD8ybClNm4bh0ziJqeyNdruvt,mob,returning
2023-01-01,USA,project exported,KFvRfQIonVogDHxR7Jjw3Kxr,mtJBtblo2wVSI5GeqeN8W5LDcP2QB22sXcd,web,returning
2023-01-02,USA,editor touched,pB2f8pOnV0udgHFE3tmuko1y,Sm5ZceTqkNLyqMfoXROSjcdhrpgwOn20lbr,web,returning
2023-01-02,Japan,project downloaded,rIAxoPk7kXFPC8Q3hnDjWPlE,f9SCFUEbHGRSzQer6VfScGqRKxiRTrA7EP8,web,returning
2023-01-02,UK,editor touched,0jV3LyccBKqSCpqMHsniu6Kq,1OVF6QVw7xAlovKfMhPSyDE98A4AiG0dszL,web,returning
2023-01-02,USA,project exported,PtWR7khsXZGuxY8gdwPvgDmQ,C897HqY23oCJA8oR6ZffBWm0SXpD1jNwM2D,mob,returning
2023-01-02,Germany,editor touched,1uNCcUGK87WDmmQquwHgpjEf,BMqZwhqBIBCqqaFcMBlVdtqEFYtlW770JLV,web,returning
2023-01-02,USA,editor touched,1vYP1yOzWSuoVQBWcOE03LpH,gghQRU0L6RpV7AuRzokrX7aQjIk4Nri3BnG,web,returning
2023-01-02,USA,project created,NMaAEXax8MEIqRzH5fHj92ZO,FhqmdQW1ChRYamZNjxcw0ijaXCdVLUqCn7X,mob,returning
2023-01-02,France,editor touched,rDNMNHh6ZyveAMatt6y7yOoC,JSwU0on2S6LBMQj2Lwbupt97L6zgSdXhTwz,mob,returning
2023-01-02,UK,project downloaded,rIAxoPk7kXFPC8Q3hnDjWPlE,XjVFOD1iLFVzedBuGs0qYoFC6Ios5BEhSAX,mob,returning
2023-01-02,Australia,project created,WTp8lasF5kuL6Oh4H2IiDmGl,h2JGI74Zv3VvGPIGNZiaFoeHBOT5fJrSFuS,web,returning
2023-01-02,USA,project exported,fmGNUTa521iuY5kcLNKvsBNw,1OVF6QVw7xAlovKfMhPSyDE98A4AiG0dszL,mob,returning
2023-01-02,UK,project downloaded,3kMatg2ePK2wJxvvGujvEBE9,BNCokSA75NloKKLBQsbK1HlKKChLJfAiQA1,mob,returning
2023-01-02,France,editor touched,1uNCcUGK87WDmmQquwHgpjEf,I2O2ytuQvA2emM2Rs9KvojeZaZWow2ud17F,web,returning
2023-01-02,Australia,project downloaded,5BnEqZosb7uAUOh5Gb6nvk9a,VgxqE3XErVyRHMbYSdvm5dPQtKpPQdFR8pi,web,returning
2023-01-02,Japan,project created,PtWR7khsXZGuxY8gdwPvgDmQ,cLJXOdXrylZhvxb8P7HaxrWlhCiDbDsavxI,web,returning
2023-01-02,Japan,project created,jJlTlvwvjLnF1E2yKgfvpw25,vwRSCmuGXll6TJ2CftIbyzhwRyEhIOmN3Nc,mob,returning
2023-01-02,USA,editor touched,fmGNUTa521iuY5kcLNKvsBNw,AysR2jkJSp9tzXJD00Xc2VVuBUoEldkJnja,mob,returning
2023-01-02,Canada,editor touched,cmd2dUl6kmzrXPyDiLkrsgaA,86xqmIoeLkxxTB7YLv9Q6oukQSRRvGvHrQQ,web,returning
2023-01-02,Canada,project created,BwXJRY2IuwxI6VJWd9viANTO,I2O2ytuQvA2emM2Rs9KvojeZaZWow2ud17F,web,returning
2023-01-02,USA,project exported,WbMkEPSrIBgNe3LtCxTghN2a,Jrhn1Bzjjuam7D85ucPwO2bPiEEQmhfH1ZB,mob,returning
2023-01-02,Canada,project created,b4a4QK1G7pHsEuBBygHunH78,QdOI2BSN9Mgid6OpVoNPG3VUxUFEMY5KO0b,mob,returning
2023-01-02,USA,project downloaded,KFvRfQIonVogDHxR7Jjw3Kxr,QdOI2BSN9Mgid6OpVoNPG3VUxUFEMY5KO0b,web,returning
2023-01-02,Germany,project exported,dYartFmXx73gcaR1dPmYTWul,BcJQJTvS1pfIiRbm9g83ghG9n56IS3nld2f,mob,returning
2023-01-02,Germany,editor touched,82Qx6aErqIJT2HFJ9t3Lb3hF,ZPlfQgx9dDGx12IYelhlDHFE0g2HDxpSqj9,web,returning
2023-01-02,Canada,editor touched,sRQLCakbgXnd3RrwZQw6Pw53,BcJQJTvS1pfIiRbm9g83ghG9n56IS3nld2f,web,returning
2023-01-02,Germany,project downloaded,Lvon7kuFxmAlqpcQkBCCRJ7m,LmTeI1YvYl7bTSHIT4vAQzcqcKEHdXoZHBl,web,returning
2023-01-02,UK,project created,xsMVbQ5jSj6wvBFztxHJjofg,AysR2jkJSp9tzXJD00Xc2VVuBUoEldkJnja,web,returning
2023-01-02,UK,project created,jP0crSWGMDKT15EljplBemrh,f50Yx7ECGpgpWY6m4pKof4pt1DNt3rxMbPa,web,returning
2023-01-02,Germany,editor touched,KFvRfQIonVogDHxR7Jjw3Kxr,uqYBNKd8nLVbsD7TTkMAIq4hPUyL37uXeDO,web,returning
2023-01-02,Canada,editor touched,BLUJDl42OgbtvprdV5XE7WVc,VG5gOGTq51W3nEALWmwEy7LrJx1cTIp6ru3,mob,returning
2023-01-02,Germany,editor touched,bhzEzXsIX5FXjFD2qI9yVv96,4MhEfx3ZkkCqqmuj0FIPQjQhDbAE5t5OZYY,mob,returning
2023-01-02,Japan,editor touched,7uYtYWjVxd0Rnv3o2eoG5Ga2,16zxlPWDtq521MVab20FyzVhtH9V99Irqbn,web,returning
2023-01-02,UK,project exported,ZbyPLFtSqAtYyRo5S0dSC5jL,DnPRcIyPDBtjzD9zWioo2JGJr23t8ojbta2,web,returning
2023-01-02,Australia,editor touched,7xCievaR71jrjvvUTKOxeYy5,gNIIRp71xEToSeBfR7qoJrHi55w95CHMYVH,mob,returning
2023-01-02,Canada,project created,5xm8EJ6rHMsMrmArz2JzuVxZ,2ED7fSYz5neMHC9Ubb5O5henSypQ8eQLlW8,web,returning
2023-01-02,Canada,editor touched,MDbPBG2odGslbNou00IkbxoD,W3eXo6rli66UBdyg0bblUSB4UhZueEk1tgr,web,returning
2023-01-02,USA,project downloaded,GVwdBlYrXeffEcY5CoFjozyi,UjPu7KDdJqhfDiikibEMoTZEQjZmnWQiVhm,mob,returning
2023-01-02,USA,project created,TJ2G9yYUYT4CIBiMUYYVPSEq,IkaWxXKIWN4m1E1XVuWfejOaMgWqJepNYV3,mob,returning
2023-01-02,USA,editor touched,e6Z5QaXe83Mr2Pf22EPWcOjj,nEvbYybeVCTKC8nkeITenYXBT8UhqgPkJWK,mob,returning
2023-01-02,UK,editor touched,xsMVbQ5jSj6wvBFztxHJjofg,xc75JtiyMvNPodaKTDzOsiALuIRReLf4lic,web,returning
2023-01-02,USA,project downloaded,LNENSurZrVEO7Ip7V16Gw6Bt,VG5gOGTq51W3nEALWmwEy7LrJx1cTIp6ru3,web,returning
2023-01-02,France,project downloaded,wjX5WYFytx25HCD0Zs50nYD4,W3eXo6rli66UBdyg0bblUSB4UhZueEk1tgr,mob,returning
2023-01-02,UK,project created,7xCievaR71jrjvvUTKOxeYy5,VgxqE3XErVyRHMbYSdvm5dPQtKpPQdFR8pi,web,returning
2023-01-02,Canada,project created,MDbPBG2odGslbNou00IkbxoD,yxuZG9XCRuloq80h8cPPKZQd939bTG8VMoa,mob,returning
2023-01-02,UK,project downloaded,pB2f8pOnV0udgHFE3tmuko1y,86xqmIoeLkxxTB7YLv9Q6oukQSRRvGvHrQQ,web,returning
2023-01-02,Germany,project created,pB2f8pOnV0udgHFE3tmuko1y,Jrhn1Bzjjuam7D85ucPwO2bPiEEQmhfH1ZB,web,returning
2023-01-02,Australia,editor touched,3kMatg2ePK2wJxvvGujvEBE9,YNhJEsaUjwmmGovw0zNxIdEQfV3QS8baCFu,web,returning
2023-01-02,Australia,project created,rki02ewNwli0y2yFX8Mee3BR,cLJXOdXrylZhvxb8P7HaxrWlhCiDbDsavxI,web,returning
2023-01-02,France,project downloaded,ySWOrX0SAX6HuzBA1ZgxZRYx,dVE4Wq7S8Lvsg63ccRgHGuPZbd9HbwbdpDc,web,returning
2023-01-02,Australia,project exported,ZbyPLFtSqAtYyRo5S0dSC5jL,BMqZwhqBIBCqqaFcMBlVdtqEFYtlW770JLV,mob,returning
2023-01-02,Canada,project downloaded,na0vHE9wifRDKtbmLtx1yd2a,1O98gLYiSxB2AByBoyhl8dZVe1ABby14tk1,mob,returning
2023-01-02,UK,project downloaded,BMGjVmbgPW9j8tKIkfzViGSO,Sm5ZceTqkNLyqMfoXROSjcdhrpgwOn20lbr,web,returning
2023-01-02,UK,project exported,hYlHOJI3I9HnnErE6O7GCBk0,palinsTgkXBun9inIY04IbNrQ5n5bf3e6Ir,web,returning
2023-01-02,USA,editor touched,hYlHOJI3I9HnnErE6O7GCBk0,O58LdLQJA4n3swtmqoHC9ry7SyykhHV7Pc0,mob,returning
2023-01-02,UK,project exported,82Qx6aErqIJT2HFJ9t3Lb3hF,aeG1akiNg1ameKodYPVG0lStQgQ0i7dbEcF,mob,returning
2023-01-02,USA,project created,xfYMcErOArpC48yT5CINQi1N,AysR2jkJSp9tzXJD00Xc2VVuBUoEldkJnja,mob,returning
2023-01-02,UK,project created,A0hCfvS7XIO5FlZD9XJbwUkr,jlrI0XT7NwjE29rVgVwRkumdqyJa3SLajE6,mob,returning
2023-01-02,Canada,project created,ZPAFqRAIXEMrCNGRyaxtTOd5,G0OKfSs83N0g43i1bBZjiGZm7zqlxbeTa4H,mob,returning
2023-01-02,UK,project downloaded,PfBmsg5N68PzOiVSvC7h5HQH,jlrI0XT7NwjE29rVgVwRkumdqyJa3SLajE6,mob,returning
2023-01-02,Canada,editor touched,BwXJRY2IuwxI6VJWd9viANTO,JSwU0on2S6LBMQj2Lwbupt97L6zgSdXhTwz,mob,returning
2023-01-02,USA,project downloaded,xsMVbQ5jSj6wvBFztxHJjofg,UjPu7KDdJqhfDiikibEMoTZEQjZmnWQiVhm,mob,returning
2023-01-02,USA,project created,qEgZcAbh2i05ZRy4G7aoP4QY,xc75JtiyMvNPodaKTDzOsiALuIRReLf4lic,mob,returning
2023-01-02,UK,project created,ZbyPLFtSqAtYyRo5S0dSC5jL,jlrI0XT7NwjE29rVgVwRkumdqyJa3SLajE6,mob,returning
2023-01-02,USA,project downloaded,IAqfA9e92jYjKNiUmAJQBdBw,CI37sq6Fu8ffuP0mf0vLT17Q1cMaG4Gb82D,mob,returning
2023-01-02,France,project exported,2yEbRqUvB9Qu306n9iqQ4JFY,63VaWZimo1SXO4Rsjrc4a2h4ko7Avmcducz,mob,returning
2023-01-02,France,editor touched,S24ONV2hnRiQR2gPm75iqZgB,hTPVoNuAgjJNLZMlzSNVOFSWTi2ub7QHJF8,mob,returning
2023-01-02,Germany,project created,nfKdAAFlnPdLNtI1lwQSXNxh,86xqmIoeLkxxTB7YLv9Q6oukQSRRvGvHrQQ,web,returning
2023-01-02,Germany,editor touched,82Qx6aErqIJT2HFJ9t3Lb3hF,XjVFOD1iLFVzedBuGs0qYoFC6Ios5BEhSAX,mob,returning
2023-01-02,Australia,project exported,7xCievaR71jrjvvUTKOxeYy5,IA0h8onVlS86qZxQhugQNtivUMmJmhJdxx8,web,returning
2023-01-02,France,editor touched,Si83tUnLUOYir42n4kzaXLrp,5vPZXzXaRCbv5ph1sV1Y1FX9iaL3KuR2BTs,mob,returning
2023-01-02,USA,project downloaded,L2w7w5Z19IXyU0iZvnk5XbBd,Rrak2y7dwN1f7pvRne7HT2egyCDXwp5Irb4,mob,returning
2023-01-02,UK,project created,DrJ4xZnjTmKIIYyiJvYG9JRg,YNhJEsaUjwmmGovw0zNxIdEQfV3QS8baCFu,web,returning
2023-01-02,UK,project exported,rki02ewNwli0y2yFX8Mee3BR,Ovj5ku98w8qCCjn3pGy7MxsqfK0ZveJ75X7,web,returning
2023-01-02,USA,project exported,82Qx6aErqIJT2HFJ9t3Lb3hF,ZIA2T3CKKn4QqUuq42eon3lBXtDL28tIjfv,web,returning
2023-01-02,Canada,project created,fmGNUTa521iuY5kcLNKvsBNw,palinsTgkXBun9inIY04IbNrQ5n5bf3e6Ir,web,returning
2023-01-02,Canada,editor touched,QzAjqSOia3NkB4wZRb4nbHAB,yxuZG9XCRuloq80h8cPPKZQd939bTG8VMoa,mob,returning
2023-01-02,UK,editor touched,sRQLCakbgXnd3RrwZQw6Pw53,XjVFOD1iLFVzedBuGs0qYoFC6Ios5BEhSAX,mob,returning
